"","AOMICID","income","female","education","hand","econ.ideology","econ.ideology.scale","social.ideology","social.ideology.scale","economic.identity","economic.identity.scale","social.identity","social.identity.scale","political.interest","political.interest.scale","non.voting","unfaithful.voting","vote.2010","vote.next","alpha","beta","gamma","delta","Fscale","ACC","rAmyg","rAmygW","lAmyg"
"1","001","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1,-1.17542691205401,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,5,"GroenLinks","GroenLinks",1.20288530084065,0.555167388326278,0.497027301082726,-1.52638706026245,0.625,321,696,438,715
"2","002","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",3,0.151531092249389,2,0.497679833195258,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,5,"GroenLinks","D66",0.80095066305542,0.905416971013799,-0.800033657887896,-0.988187672518121,0.375,338,737,460,770
"3","003","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,3,"GroenLinks","GroenLinks",-1.20872252587072,0.905416971013799,-0.021797082505523,2.24100865394787,0.875,316,700,437,686
"4","004","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,4,"D66","D66",-1.20872252587072,0.555167388326278,0.237615109288601,1.43370957233138,0.5,335,764,473,733
"5","005","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,2,"VVD","VVD",0.399016025270191,-0.145331777048764,-1.05944584968202,0.35731079684271,0.375,318,680,420,703
"6","006","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,5,"PvdA","PvdA",-1.61065716365595,0.555167388326278,-0.281209274299647,1.43370957233138,0.375,321,745,468,747
"7","007","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,3,-0.483084154845155,5,1.30085853509739,NA,NA,1,4,"PvdA","GroenLinks",-0.00291861251503796,-2.59707885586141,-0.021797082505523,-0.719087978645954,0.375,295,627,382,639
"8","008","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,7,"GroenLinks","PvdA",-1.20872252587072,1.25566655370132,-0.800033657887896,0.626410490714877,0.875,328,697,429,739
"9","009","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",1.75,-1.53916303886648,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,3,"D66","D66",-0.806787888085496,0.905416971013799,-0.281209274299647,0.0882111029705443,0.75,320,612,375,658
"10","010","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0," hbo (hoger beroepsonderwijs)","Rechtshandig",1.5,-1.87730186508966,2,0.497679833195258,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,3,"GroenLinks","GroenLinks",-0.806787888085496,0.905416971013799,-1.31885804147614,0.626410490714877,0.75,282,476,283,343
"11","011","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,3,"Partij voor de dieren","D66",-0.00291861251503796,-1.19608052511133,0.75643949287685,-0.719087978645954,0.8125,293,633,400,750
"12","012","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1,-1.17542691205401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,7,"SP","SP",-1.20872252587072,0.905416971013799,0.497027301082726,0.35731079684271,1,297,546,335,429
"13","013","Beneden-modaal (minder dan 32500)",0,"universiteit of post-hbo onderwijs","Rechtshandig",2.25,-0.862885386420134,3.5,3.00733995106917,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,3,"PvdA","D66",1.60481993862588,-0.495581359736285,0.497027301082726,-0.180888590901622,0.5,322,706,444,701
"14","014","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"universiteit of post-hbo onderwijs","Linkshandig",2.5,-0.524746560196959,1,-1.17542691205401,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,6,"PvdA","PvdA",-0.404853250300267,0.555167388326278,-1.05944584968202,0.895510184587043,0.8125,330,650,400,732
"15","015","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,NA,NA,1,3,"D66","D66",1.20288530084065,-0.145331777048764,-0.281209274299647,-0.449988284773788,0.375,299,703,446,772
"16","016","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1,-1.17542691205401,5,0.737605557528972,4,0.530097854191498,NA,NA,0,3,"D66","D66",-1.20872252587072,0.204917805638757,-0.540621466093772,0.626410490714877,0.5625,326,640,392,691
"17","017","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",1.75,-1.53916303886648,1.25,-0.757150225741696,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"GroenLinks","GroenLinks",-1.20872252587072,0.905416971013799,-1.05944584968202,0.35731079684271,0.75,328,616,380,677
"18","018","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,2.5,1.33423320581989,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,4,"D66","D66",-1.20872252587072,0.555167388326278,1.01585168467097,1.16460987845921,0.5625,348,614,383,658
"19","019","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,5,"D66","D66",-0.00291861251503796,0.555167388326278,0.497027301082726,-0.719087978645954,0.625,322,719,450,691
"20","020","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"universiteit of post-hbo onderwijs","Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,5,"D66","VVD",-0.404853250300267,0.204917805638757,-0.800033657887896,-0.719087978645954,0.4375,334,698,433,738
"21","021","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1,-1.17542691205401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,5,"D66","D66",1.20288530084065,0.555167388326278,-0.021797082505523,-0.180888590901622,0.625,317,676,412,739
"22","022","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,5,"PvdA","GroenLinks",-1.61065716365595,0.555167388326278,-0.021797082505523,1.16460987845921,0.5,326,664,413,733
"23","023","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",2,-1.20102421264331,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,7,"PvdA","GroenLinks",-0.00291861251503796,1.25566655370132,-0.021797082505523,-2.33368614187895,0.6875,349,602,372,662
"24","024","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,6,1.34795041371604,6,2.07161921600328,NA,NA,1,6,"PVV","Anders, nl.",-0.404853250300267,-0.845830942423806,-0.021797082505523,-0.988187672518121,0.5,298,380,226,441
"25","025","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,2,-1.09342901103222,7,2.84237989690916,NA,NA,1,2,"GroenLinks","PvdA",0.399016025270191,-2.59707885586141,1.79408826005335,-0.719087978645954,0.5625,342,688,423,707
"26","026","Meer dan driemaal modaal (100000 euro en meer) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",3.5,0.827808744695738,1.25,-0.757150225741696,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,5,"D66","VVD",-0.00291861251503796,-0.145331777048764,-0.021797082505523,0.35731079684271,0.5,325,565,347,622
"27","027","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,2,"PvdA","PvdA",-0.404853250300267,0.555167388326278,0.497027301082726,1.43370957233138,0.6875,334,665,414,750
"28","028","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Linkshandig",2.5,-0.524746560196959,2,0.497679833195258,3,-0.483084154845155,2,-1.01142350762028,NA,NA,0,4,"PvdA","PvdA",-0.404853250300267,0.555167388326278,0.497027301082726,-0.180888590901622,0.625,334,701,431,778
"29","029","Meer dan driemaal modaal (100000 euro en meer) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.25,1.84222522336526,1.5,-0.338873539429378,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,4,"VVD","VVD",-0.806787888085496,0.204917805638757,0.237615109288601,-0.180888590901622,0.25,337,724,452,696
"30","030","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,5,0.737605557528972,4,0.530097854191498,NA,NA,1,5,"VVD","PVV",-0.404853250300267,-1.89657969048637,-0.021797082505523,-0.449988284773788,0.5,286,446,266,541
"31","031","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,2,0.497679833195258,6,1.34795041371604,4,0.530097854191498,NA,NA,1,5,"D66","D66",1.20288530084065,-0.145331777048764,0.237615109288601,-0.988187672518121,0.4375,335,587,363,635
"32","032","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,1.5,-0.338873539429378,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"PvdA","PvdA",0.80095066305542,-0.495581359736285,-0.021797082505523,-0.180888590901622,0.625,326,700,435,692
"33","033","Meer dan driemaal modaal (100000 euro en meer) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",3.75,1.16594757091891,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,5,"GroenLinks","GroenLinks",-0.00291861251503796,-0.145331777048764,0.237615109288601,-0.449988284773788,0.4375,340,723,449,728
"34","034","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.5,2.18036404958844,2,0.497679833195258,7,1.9582952699031,3,-0.24066282671439,NA,NA,1,2,"VVD","VVD",-0.806787888085496,-0.845830942423806,-0.540621466093772,1.43370957233138,0.1875,332,664,407,688
"35","035","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"universiteit of post-hbo onderwijs","Linkshandig",1.5,-1.87730186508966,1.5,-0.338873539429378,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"GroenLinks","GroenLinks",-1.61065716365595,0.204917805638757,-0.281209274299647,-0.449988284773788,0.625,324,524,325,598
"36","037","Beneden-modaal (minder dan 32500)",0," hbo (hoger beroepsonderwijs)","Linkshandig",1.75,-1.53916303886648,1.5,-0.338873539429378,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,5,"GroenLinks","GroenLinks",-0.404853250300267,1.60591613638884,0.237615109288601,-0.988187672518121,0.875,327,682,425,702
"37","038","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,1,"GroenLinks","GroenLinks",0.399016025270191,0.204917805638757,0.75643949287685,0.0882111029705443,0.5625,333,671,411,619
"38","039","Meer dan driemaal modaal (100000 euro en meer) ",1,"universiteit of post-hbo onderwijs","Linkshandig",3.5,0.827808744695738,1.5,-0.338873539429378,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,3,"D66","D66",-1.20872252587072,-0.845830942423806,1.2752638764651,0.0882111029705443,0.8125,342,609,371,698
"39","040","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,3,"D66","D66",-1.61065716365595,1.60591613638884,0.237615109288601,0.0882111029705443,0.625,359,641,394,650
"40","041","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",1.5,-1.87730186508966,1.25,-0.757150225741696,2,-1.09342901103222,5,1.30085853509739,NA,NA,0,3,"GroenLinks","GroenLinks",-0.806787888085496,-0.495581359736285,0.497027301082726,-0.719087978645954,0.625,332,618,378,611
"41","042","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",3.5,0.827808744695738,2.25,0.915956519507576,5,0.737605557528972,2,-1.01142350762028,NA,NA,1,5,"D66","D66",-0.806787888085496,-0.145331777048764,-1.05944584968202,1.43370957233138,0.5625,331,618,381,642
"42","043","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4,1.50408639714209,1.25,-0.757150225741696,5,0.737605557528972,4,0.530097854191498,NA,NA,1,5,"VVD","VVD",-0.00291861251503796,-0.145331777048764,-0.281209274299647,-0.988187672518121,0.5,325,672,417,746
"43","044","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,2,"SP","D66",-0.806787888085496,0.204917805638757,-0.540621466093772,0.626410490714877,0.875,349,662,409,616
"44","045","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,1,-1.70377386721928,2,-1.01142350762028,NA,NA,1,6,"PvdA","PvdA",1.60481993862588,0.204917805638757,-0.540621466093772,-0.719087978645954,0.5625,292,588,358,627
"45","046","Meer dan driemaal modaal (100000 euro en meer) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,1,"GroenLinks","GroenLinks",-1.20872252587072,1.25566655370132,-1.31885804147614,-0.180888590901622,0.6875,326,564,345,615
"46","047","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,3,-0.483084154845155,5,1.30085853509739,NA,NA,0,7,"GroenLinks","GroenLinks",0.399016025270191,-0.145331777048764,0.497027301082726,0.626410490714877,0.5625,333,704,440,760
"47","048","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.5,0.827808744695738,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,5,"D66","D66",0.80095066305542,-0.145331777048764,-1.05944584968202,0.35731079684271,0.625,312,518,319,593
"48","049","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.75,1.16594757091891,1,-1.17542691205401,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,3,"PvdA","PvdA",0.80095066305542,0.555167388326278,-2.09709461685852,-0.449988284773788,0.5625,305,616,384,699
"49","050","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2,-1.20102421264331,2,0.497679833195258,3,-0.483084154845155,5,1.30085853509739,NA,NA,1,3,"PvdA","SP",0.399016025270191,-0.145331777048764,-0.281209274299647,0.626410490714877,0.625,339,618,378,670
"50","051","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.25,1.84222522336526,1.75,0.0794031468829401,5,0.737605557528972,2,-1.01142350762028,NA,NA,1,7,"VVD","D66",-0.00291861251503796,0.905416971013799,-0.021797082505523,0.0882111029705443,0.5625,309,630,386,687
"51","052","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.25,1.84222522336526,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,0,3,"VVD","VVD",-0.806787888085496,1.25566655370132,-0.021797082505523,-0.180888590901622,0.625,334,679,424,544
"52","053","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,3,-0.483084154845155,5,1.30085853509739,NA,NA,1,4,"Partij voor de dieren","Partij voor de dieren",-0.00291861251503796,0.905416971013799,-0.281209274299647,-0.449988284773788,0.1875,298,714,447,613
"53","054","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,3,-0.483084154845155,2,-1.01142350762028,NA,NA,0,5,"CDA","CDA",-0.00291861251503796,0.555167388326278,-1.31885804147614,-0.988187672518121,0.4375,333,601,366,685
"54","055","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,0,2,"PvdA","PvdA",-0.404853250300267,0.905416971013799,-0.021797082505523,0.35731079684271,0.6875,328,724,459,834
"55","056","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,5,0.737605557528972,5,1.30085853509739,NA,NA,1,5,"D66","VVD",-0.404853250300267,1.25566655370132,-1.31885804147614,0.0882111029705443,0.6875,338,734,452,833
"56","057","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,7,1.9582952699031,1,-1.78218418852617,NA,NA,1,7,"VVD","PvdA",-0.00291861251503796,-2.59707885586141,-2.09709461685852,-0.449988284773788,0.5625,296,670,425,583
"57","058","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,4,"D66","D66",-0.00291861251503796,0.204917805638757,-0.021797082505523,-0.988187672518121,0.875,320,678,421,738
"58","059","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,1,-1.70377386721928,3,-0.24066282671439,NA,NA,0,7,"GroenLinks","GroenLinks",1.60481993862588,1.60591613638884,0.237615109288601,-2.60278583575112,0.875,290,495,296,516
"59","060","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,0,5,"VVD","VVD",0.80095066305542,-0.845830942423806,0.497027301082726,-1.25728736639029,0.3125,331,631,384,709
"60","061","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,4,"D66","D66",-0.00291861251503796,-0.845830942423806,-1.31885804147614,1.16460987845921,0.5,321,713,448,646
"61","062","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,2,-1.09342901103222,1,-1.78218418852617,NA,NA,1,2,"GroenLinks","GroenLinks",-0.806787888085496,0.555167388326278,0.75643949287685,-0.180888590901622,0.5,332,613,382,685
"62","063","Beneden-modaal (minder dan 32500)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2,-1.20102421264331,1,-1.17542691205401,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,2,"GroenLinks","GroenLinks",-0.404853250300267,-1.19608052511133,0.75643949287685,-2.06458644800679,0.5,315,553,335,614
"63","064","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,2,0.497679833195258,3,-0.483084154845155,5,1.30085853509739,NA,NA,1,5,"D66","D66",-0.806787888085496,0.555167388326278,0.497027301082726,1.16460987845921,0.75,335,747,468,732
"64","065","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1,-1.17542691205401,3,-0.483084154845155,2,-1.01142350762028,NA,NA,0,6,"Anders, nl.","GroenLinks",-0.806787888085496,-0.145331777048764,-1.05944584968202,0.626410490714877,0.5,328,662,411,736
"65","066","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",1,-2.55357951753601,2,0.497679833195258,7,1.9582952699031,4,0.530097854191498,NA,NA,1,1,"Christenunie","Christenunie",3.21255848976679,0.905416971013799,-1.57827023327027,2.24100865394787,0.25,313,649,406,589
"66","067","Beneden-modaal (minder dan 32500)",0," hbo (hoger beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,2.25,0.915956519507576,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,3,"PvdA","D66",2.00675457641111,-0.495581359736285,-0.281209274299647,-0.719087978645954,0,338,687,421,660
"67","068","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,4,"SP","SP",-1.20872252587072,1.60591613638884,-0.021797082505523,-1.25728736639029,0.5625,330,652,406,629
"68","069","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,1,"PvdA","PvdA",-0.00291861251503796,0.905416971013799,-1.31885804147614,-0.719087978645954,0.5625,326,639,392,647
"69","070","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,7,"SGP","SGP",0.399016025270191,0.204917805638757,-0.540621466093772,1.16460987845921,0.3125,331,706,440,656
"70","071","Beneden-modaal (minder dan 32500)",1,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,7,1.9582952699031,1,-1.78218418852617,NA,NA,0,7,"Anders, nl.","Anders, nl.",1.60481993862588,1.60591613638884,-1.05944584968202,0.626410490714877,0.4375,289,321,187,350
"71","072","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",2.75,-0.186607733973785,1.25,-0.757150225741696,2,-1.09342901103222,1,-1.78218418852617,NA,NA,1,5,"GroenLinks","D66",-0.404853250300267,1.25566655370132,0.497027301082726,-2.33368614187895,0.5625,341,747,463,680
"72","073","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,5,"SP","SP",-0.806787888085496,-0.145331777048764,-0.800033657887896,1.70280926620354,0.5625,356,693,424,652
"73","074","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,1,1,"Christenunie","Christenunie",1.60481993862588,-1.19608052511133,0.75643949287685,0.0882111029705443,0.6875,327,669,418,580
"74","075","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,2.5,1.33423320581989,1,-1.70377386721928,4,0.530097854191498,NA,NA,1,7,"SP","PvdA",2.00675457641111,0.204917805638757,1.2752638764651,-2.33368614187895,0.75,337,691,434,748
"75","076","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,3,2.17078657844453,1,-1.70377386721928,4,0.530097854191498,NA,NA,1,1,"PvdA","GroenLinks",2.40868921419634,-1.19608052511133,-1.57827023327027,0.626410490714877,0.3125,332,690,425,760
"76","077","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,7,1.9582952699031,3,-0.24066282671439,NA,NA,1,2,"PVV","PVV",-0.00291861251503796,-1.89657969048637,-0.800033657887896,1.70280926620354,0.5,314,582,359,588
"77","079","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",1.5,-1.87730186508966,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,1,7,"CDA","VVD",0.80095066305542,1.60591613638884,-1.57827023327027,1.70280926620354,0.375,307,700,441,653
