"","AOMICID","income","female","education","hand","econ.ideology","econ.ideology.scale","social.ideology","social.ideology.scale","economic.identity","economic.identity.scale","social.identity","social.identity.scale","political.interest","political.interest.scale","non.voting","unfaithful.voting","vote.2010","vote.next","alpha","beta","gamma","delta","Fscale","ACC","rAmyg","rAmygW","lAmyg"
"439","465","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Linkshandig",2.75,-0.186607733973785,2.25,0.915956519507576,5,0.737605557528972,3,-0.24066282671439,4.66666666666667,0.209152610931169,1,6,NA,"VVD",0.399016025270191,-1.54633010779885,-1.83768242506439,-0.988187672518121,0.3125,310,679,428,683
"440","466","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",3,0.151531092249389,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,3,-0.790211400344042,1,1,"Partij voor de dieren","Partij voor de dieren",-0.00291861251503796,-0.845830942423806,0.237615109288601,-1.52638706026245,0.5625,328,739,456,751
"441","467","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.5,-0.524746560196959,3,2.17078657844453,4,0.127260701341909,5,1.30085853509739,1,-1.98944821387429,1,2,"Christenunie","Christenunie",1.60481993862588,0.555167388326278,-0.540621466093772,0.626410490714877,0.6875,337,751,464,722
"442","468","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",2.5,-0.524746560196959,4,3.8438933236938,4,0.127260701341909,4,0.530097854191498,3.33333333333333,-0.590338598089,0,4,"PvdA","PvdA",2.00675457641111,0.905416971013799,0.75643949287685,0.35731079684271,0.375,323,684,425,645
"443","469","Beneden-modaal (minder dan 32500)",1,NA,"Linkshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,6,1.34795041371604,2,-1.01142350762028,2.33333333333333,-1.18995700485413,1,1,"PVV","PVV",1.20288530084065,0.555167388326278,0.497027301082726,-0.988187672518121,0.5625,339,675,415,693
"444","470","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",4,1.50408639714209,2,0.497679833195258,5,0.737605557528972,2,-1.01142350762028,5,0.409025413186211,1,5,"D66","D66",-0.806787888085496,0.555167388326278,-0.800033657887896,1.70280926620354,0.875,331,603,367,715
"445","471","Meer dan driemaal modaal (100000 euro en meer) ",1,NA,"Rechtshandig",3.25,0.489669918472564,2,0.497679833195258,4,0.127260701341909,4,0.530097854191498,4,-0.190592993578915,0,7,"D66","Partij voor de dieren",1.20288530084065,1.60591613638884,0.237615109288601,-1.25728736639029,0.5,334,658,398,712
"446","472","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,4.66666666666667,0.209152610931169,1,5,"PvdA","D66",-0.404853250300267,-0.495581359736285,-0.021797082505523,0.895510184587043,0.6875,333,636,386,716
"447","473","Meer dan driemaal modaal (100000 euro en meer) ",0,NA,"Rechtshandig",4.25,1.84222522336526,2.5,1.33423320581989,6,1.34795041371604,6,2.07161921600328,5.33333333333333,0.608898215441253,1,1,"VVD","VVD",-1.61065716365595,-0.845830942423806,-1.57827023327027,1.16460987845921,0.375,339,706,432,720
"448","474","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.75,-0.186607733973785,4,3.8438933236938,5,0.737605557528972,5,1.30085853509739,3.66666666666667,-0.390465795833958,1,2,"Christenunie","GroenLinks",0.399016025270191,0.204917805638757,1.53467606825922,1.16460987845921,0.4375,320,554,337,685
"449","475","Meer dan driemaal modaal (100000 euro en meer) ",1,NA,"Rechtshandig",4,1.50408639714209,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,3.66666666666667,-0.390465795833958,1,5,"VVD",NA,-0.00291861251503796,-0.845830942423806,-1.05944584968202,-1.79548675413462,0.4375,290,420,252,403
"450","476","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Linkshandig",2,-1.20102421264331,2.25,0.915956519507576,2,-1.09342901103222,3,-0.24066282671439,5.33333333333333,0.608898215441253,1,5,"PvdA","PvdA",1.20288530084065,-0.845830942423806,1.2752638764651,-0.180888590901622,0.5625,327,619,377,715
"451","477","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.5,-0.524746560196959,2.25,0.915956519507576,5,0.737605557528972,3,-0.24066282671439,5.33333333333333,0.608898215441253,1,4,"PVV","PVV",0.80095066305542,0.204917805638757,-0.281209274299647,-0.180888590901622,0.5625,334,660,402,635
"452","478","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.75,-0.186607733973785,3.25,2.58906326475685,5,0.737605557528972,4,0.530097854191498,2,-1.38982980710917,0,4,"PVV","PVV",-0.806787888085496,-0.495581359736285,1.01585168467097,-0.988187672518121,0.375,322,534,329,582
"453","480","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,4.66666666666667,0.209152610931169,1,5,"PVV","CDA",-0.00291861251503796,0.204917805638757,-0.021797082505523,-0.988187672518121,0.3125,326,667,412,539
"454","481","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2,-1.20102421264331,1.75,0.0794031468829401,2,-1.09342901103222,2,-1.01142350762028,5.66666666666667,0.808771017696296,1,5,"GroenLinks","GroenLinks",-1.20872252587072,0.905416971013799,1.2752638764651,-0.988187672518121,0.625,332,724,457,676
"455","482","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,2,-1.09342901103222,1,-1.78218418852617,6.66666666666667,1.40838942446142,1,3,"GroenLinks","D66",-1.20872252587072,0.555167388326278,-0.800033657887896,0.895510184587043,1,329,657,397,635
"456","483","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Linkshandig",2.5,-0.524746560196959,1,-1.17542691205401,2,-1.09342901103222,1,-1.78218418852617,7,1.60826222671646,1,2,"D66","GroenLinks",-0.806787888085496,-1.54633010779885,0.75643949287685,1.43370957233138,1,335,787,494,772
"457","484","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,3,-0.483084154845155,3,-0.24066282671439,5,0.409025413186211,1,4,NA,NA,-0.806787888085496,-0.145331777048764,-0.800033657887896,0.626410490714877,0.6875,309,596,363,650
"458","485","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",3.75,1.16594757091891,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,3,-0.790211400344042,0,5,"D66","D66",0.399016025270191,-1.19608052511133,-0.021797082505523,-0.719087978645954,0.6875,333,599,370,633
"459","486","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",4,1.50408639714209,1.25,-0.757150225741696,5,0.737605557528972,3,-0.24066282671439,3.66666666666667,-0.390465795833958,1,6,"Partij voor de dieren","D66",-0.404853250300267,0.555167388326278,-0.800033657887896,-0.988187672518121,0.6875,332,647,404,716
"460","487","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3,0.151531092249389,1,-1.17542691205401,2,-1.09342901103222,3,-0.24066282671439,6.66666666666667,1.40838942446142,1,2,"D66","GroenLinks",-0.806787888085496,1.25566655370132,-0.021797082505523,0.0882111029705443,0.6875,337,682,422,701
"461","488","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",3.25,0.489669918472564,2,0.497679833195258,5,0.737605557528972,3,-0.24066282671439,5.33333333333333,0.608898215441253,1,2,"VVD","VVD",-1.20872252587072,-0.145331777048764,-1.31885804147614,0.895510184587043,0.3125,324,680,418,752
"462","489","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",3,0.151531092249389,1,-1.17542691205401,2,-1.09342901103222,3,-0.24066282671439,5,0.409025413186211,1,4,"Partij voor de dieren","Partij voor de dieren",0.80095066305542,-0.495581359736285,0.237615109288601,-1.25728736639029,0.5,324,667,413,684
"463","490","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",4.75,2.51850287581161,1,-1.17542691205401,6,1.34795041371604,2,-1.01142350762028,4,-0.190592993578915,1,3,"VVD","PVV",-0.00291861251503796,-1.19608052511133,-1.57827023327027,1.16460987845921,0.375,330,597,374,676
"464","491","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.75,-0.186607733973785,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,1,-1.98944821387429,1,4,NA,"VVD",-0.00291861251503796,0.204917805638757,-0.281209274299647,-0.449988284773788,0.4375,335,642,405,597
"465","492","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",3.25,0.489669918472564,2.25,0.915956519507576,7,1.9582952699031,1,-1.78218418852617,3.33333333333333,-0.590338598089,0,1,"PvdA","PvdA",0.399016025270191,-1.89657969048637,1.2752638764651,0.35731079684271,0.5,303,641,395,516
"466","493","Meer dan driemaal modaal (100000 euro en meer) ",0,NA,"Rechtshandig",2.25,-0.862885386420134,2.5,1.33423320581989,3,-0.483084154845155,3,-0.24066282671439,5.33333333333333,0.608898215441253,1,4,"D66","D66",-0.806787888085496,0.204917805638757,-0.540621466093772,0.35731079684271,0.75,293,522,314,498
"467","494","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,5,0.737605557528972,3,-0.24066282671439,3.66666666666667,-0.390465795833958,1,7,"VVD","D66",0.399016025270191,-1.19608052511133,-0.540621466093772,-0.449988284773788,0.5625,326,689,428,662
"468","495","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.5,0.827808744695738,1.25,-0.757150225741696,2,-1.09342901103222,4,0.530097854191498,5,0.409025413186211,1,6,"PvdA","PvdA",-0.404853250300267,0.905416971013799,-0.540621466093772,0.895510184587043,0.5625,358,561,341,552
"469","496","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.5,0.827808744695738,2,0.497679833195258,4,0.127260701341909,4,0.530097854191498,2,-1.38982980710917,1,6,NA,NA,-0.00291861251503796,-0.495581359736285,-0.540621466093772,1.43370957233138,0.5625,341,701,431,766
"470","497","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,5,0.737605557528972,2,-1.01142350762028,6,1.00864381995134,1,2,"VVD","VVD",-0.404853250300267,-1.19608052511133,-0.021797082505523,0.895510184587043,0.6875,338,628,383,674
"471","498","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,2,-1.09342901103222,3,-0.24066282671439,5,0.409025413186211,1,2,"PvdA","PvdA",1.60481993862588,1.25566655370132,0.497027301082726,-0.719087978645954,0.4375,340,701,441,748
"472","499","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,5,0.737605557528972,2,-1.01142350762028,3.66666666666667,-0.390465795833958,1,4,"VVD",NA,-0.00291861251503796,0.905416971013799,1.01585168467097,0.895510184587043,0.3125,334,634,383,618
"473","500","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",2.5,-0.524746560196959,2.75,1.75250989213221,7,1.9582952699031,1,-1.78218418852617,6,1.00864381995134,1,7,"PvdA","PVV",2.00675457641111,-0.495581359736285,-1.05944584968202,-1.25728736639029,0.25,329,688,424,617
"474","501","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",1,-2.55357951753601,1.5,-0.338873539429378,1,-1.70377386721928,4,0.530097854191498,5.33333333333333,0.608898215441253,1,3,"GroenLinks","GroenLinks",-1.61065716365595,1.25566655370132,0.497027301082726,-1.25728736639029,0.375,325,599,370,680
"475","502","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,1,-1.98944821387429,0,4,"Partij voor de dieren","Partij voor de dieren",0.80095066305542,0.204917805638757,1.53467606825922,-0.449988284773788,0.375,313,544,325,662
"476","503","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",2.5,-0.524746560196959,2.75,1.75250989213221,2,-1.09342901103222,2,-1.01142350762028,6,1.00864381995134,1,2,"PvdA","PvdA",0.80095066305542,1.25566655370132,0.497027301082726,-0.988187672518121,0.625,324,673,411,704
"477","504","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,3,-0.483084154845155,3,-0.24066282671439,3.33333333333333,-0.590338598089,1,5,"PvdA","D66",0.399016025270191,0.905416971013799,-0.021797082505523,0.0882111029705443,0.625,346,583,360,634
"478","505","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.75,1.16594757091891,1,-1.17542691205401,4,0.127260701341909,1,-1.78218418852617,6.33333333333333,1.20851662220638,1,5,"PvdA","D66",-1.61065716365595,-0.495581359736285,-0.540621466093772,1.16460987845921,0.9375,331,533,321,694
"479","506","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",3.5,0.827808744695738,3,2.17078657844453,6,1.34795041371604,5,1.30085853509739,6,1.00864381995134,1,2,"PVV","PVV",-0.404853250300267,0.204917805638757,-0.800033657887896,2.24100865394787,0.25,319,732,445,851
"480","507","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,4,0.127260701341909,2,-1.01142350762028,5.33333333333333,0.608898215441253,1,4,"GroenLinks","GroenLinks",-1.20872252587072,-0.145331777048764,-0.540621466093772,0.626410490714877,0.9375,327,767,476,815
"481","508","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,4,-0.190592993578915,1,4,"PVV","PVV",0.80095066305542,-1.19608052511133,-0.021797082505523,0.0882111029705443,0.3125,339,544,328,599
"482","509","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",4,1.50408639714209,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,3,-0.790211400344042,0,5,"D66",NA,-1.61065716365595,0.204917805638757,0.75643949287685,0.626410490714877,0.625,330,778,486,753
"483","510","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,1,-1.70377386721928,4,0.530097854191498,3,-0.790211400344042,1,3,"PvdA","PvdA",-0.404853250300267,0.555167388326278,-0.281209274299647,0.895510184587043,0.6875,334,812,508,882
"484","511","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",2.75,-0.186607733973785,2.5,1.33423320581989,3,-0.483084154845155,3,-0.24066282671439,6.66666666666667,1.40838942446142,1,3,"D66","GroenLinks",-0.404853250300267,1.25566655370132,0.497027301082726,0.0882111029705443,0.3125,337,655,404,680
"485","512","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",3.5,0.827808744695738,1.25,-0.757150225741696,5,0.737605557528972,3,-0.24066282671439,5.33333333333333,0.608898215441253,1,4,"VVD","VVD",-1.20872252587072,0.905416971013799,-0.540621466093772,1.16460987845921,0.6875,342,780,485,793
"486","513","Meer dan driemaal modaal (100000 euro en meer) ",1,NA,"Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,3,-0.483084154845155,2,-1.01142350762028,6.66666666666667,1.40838942446142,1,5,"D66","D66",-0.00291861251503796,0.204917805638757,-0.540621466093772,0.895510184587043,0.8125,342,589,364,646
"487","514","Beneden-modaal (minder dan 32500)",1,NA,"Linkshandig",1.75,-1.53916303886648,1.25,-0.757150225741696,1,-1.70377386721928,1,-1.78218418852617,5.66666666666667,0.808771017696296,1,3,"GroenLinks","GroenLinks",-1.61065716365595,0.555167388326278,0.75643949287685,-0.449988284773788,0.6875,365,595,368,631
"488","515","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",4,1.50408639714209,2.25,0.915956519507576,2,-1.09342901103222,2,-1.01142350762028,4,-0.190592993578915,1,2,"PvdA","PvdA",0.399016025270191,-1.19608052511133,-0.800033657887896,-1.25728736639029,0.375,322,581,360,664
"489","516","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,4,0.127260701341909,3,-0.24066282671439,1.66666666666667,-1.58970260936421,0,4,"PvdA","PvdA",1.60481993862588,-0.495581359736285,-0.800033657887896,0.626410490714877,0.5625,314,729,462,648
"490","517","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Linkshandig",3.75,1.16594757091891,1.25,-0.757150225741696,5,0.737605557528972,2,-1.01142350762028,6,1.00864381995134,1,6,"D66","D66",-0.00291861251503796,0.905416971013799,-0.540621466093772,1.70280926620354,0.625,319,675,412,704
"491","518","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,1,-1.98944821387429,1,4,"PVV","PVV",-0.806787888085496,-0.145331777048764,1.2752638764651,0.895510184587043,0.5625,344,744,465,715
"492","519","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,5,0.409025413186211,0,5,"PvdA","PvdA",0.399016025270191,-1.19608052511133,0.75643949287685,-0.719087978645954,0.4375,340,808,504,684
"493","520","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,4,0.530097854191498,4.33333333333333,0.00927980867612666,1,7,NA,NA,-1.61065716365595,0.555167388326278,0.497027301082726,0.895510184587043,0.3125,329,597,368,730
"494","521","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",3.5,0.827808744695738,1.75,0.0794031468829401,4,0.127260701341909,5,1.30085853509739,5.33333333333333,0.608898215441253,1,7,"D66",NA,-0.00291861251503796,0.555167388326278,-1.31885804147614,-0.988187672518121,0.5625,342,695,432,733
"495","522","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.75,1.16594757091891,1.25,-0.757150225741696,3,-0.483084154845155,4,0.530097854191498,4.66666666666667,0.209152610931169,0,6,"D66","D66",-0.404853250300267,0.555167388326278,-0.800033657887896,0.0882111029705443,0.5,320,744,462,622
"496","523","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.25,-0.862885386420134,2.75,1.75250989213221,4,0.127260701341909,1,-1.78218418852617,1,-1.98944821387429,0,7,NA,NA,-1.61065716365595,-0.845830942423806,3.09114921902397,1.16460987845921,0.5625,336,727,447,683
"497","524","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,2,-1.09342901103222,1,-1.78218418852617,7,1.60826222671646,1,3,"GroenLinks","GroenLinks",-1.61065716365595,0.555167388326278,0.237615109288601,1.16460987845921,1,352,846,526,792
"498","525","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",4,1.50408639714209,1.25,-0.757150225741696,5,0.737605557528972,5,1.30085853509739,6.33333333333333,1.20851662220638,1,3,"D66","D66",-0.806787888085496,0.555167388326278,-0.281209274299647,1.70280926620354,0.3125,340,601,374,611
"499","526","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.75,-0.186607733973785,1,-1.17542691205401,2,-1.09342901103222,3,-0.24066282671439,6,1.00864381995134,1,3,"GroenLinks","GroenLinks",0.399016025270191,-0.495581359736285,-0.800033657887896,-0.180888590901622,0.6875,295,415,246,392
"500","527","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",3.25,0.489669918472564,2.5,1.33423320581989,3,-0.483084154845155,4,0.530097854191498,5.66666666666667,0.808771017696296,1,3,NA,NA,0.80095066305542,-0.845830942423806,2.05350045184747,0.35731079684271,0.5,345,728,447,778
"501","528","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,2.33333333333333,-1.18995700485413,0,4,"Partij voor de dieren","Partij voor de dieren",-0.00291861251503796,-0.845830942423806,-1.57827023327027,-0.180888590901622,0.5,323,681,420,710
"502","529","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,3,-0.24066282671439,6.66666666666667,1.40838942446142,1,3,"D66","D66",-0.404853250300267,0.204917805638757,-1.83768242506439,0.626410490714877,0.75,335,656,403,628
"503","530","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.25,0.489669918472564,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,3,-0.790211400344042,1,7,"PvdA","PvdA",-0.00291861251503796,1.25566655370132,-1.57827023327027,-0.449988284773788,0.5625,341,797,497,708
"504","531","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.75,-0.186607733973785,2.5,1.33423320581989,1,-1.70377386721928,4,0.530097854191498,6.33333333333333,1.20851662220638,0,5,NA,"PvdA",0.399016025270191,-0.145331777048764,-1.57827023327027,0.626410490714877,0.25,329,659,404,746
"505","532","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2,-1.20102421264331,1.25,-0.757150225741696,1,-1.70377386721928,3,-0.24066282671439,4.33333333333333,0.00927980867612666,1,7,"GroenLinks",NA,0.399016025270191,-0.145331777048764,0.497027301082726,-1.79548675413462,0.75,294,578,358,529
"506","533","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,2,-1.09342901103222,3,-0.24066282671439,4.33333333333333,0.00927980867612666,1,3,"PvdA","PvdA",-0.806787888085496,1.60591613638884,-1.31885804147614,0.35731079684271,0.5,330,706,432,684
"507","534","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Linkshandig",2,-1.20102421264331,1,-1.17542691205401,2,-1.09342901103222,3,-0.24066282671439,6,1.00864381995134,1,6,"D66","D66",-1.61065716365595,0.905416971013799,-0.800033657887896,1.16460987845921,0.9375,335,699,426,719
"508","535","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,5,0.737605557528972,4,0.530097854191498,7,1.60826222671646,1,3,"VVD","CDA",-0.00291861251503796,1.25566655370132,-1.31885804147614,0.0882111029705443,0.5,338,584,362,642
"509","536","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,1,-1.70377386721928,5,1.30085853509739,2.66666666666667,-0.990084202599084,1,3,"PvdA","GroenLinks",-1.20872252587072,-0.145331777048764,-1.05944584968202,-0.449988284773788,0.6875,341,728,455,735
"510","537","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",3.75,1.16594757091891,1.5,-0.338873539429378,6,1.34795041371604,4,0.530097854191498,6,1.00864381995134,1,3,"VVD","VVD",0.80095066305542,0.204917805638757,-0.800033657887896,-0.988187672518121,0.6875,327,734,459,714
"511","538","Beneden-modaal (minder dan 32500)",0,NA,"Rechtshandig",2.75,-0.186607733973785,2.5,1.33423320581989,1,-1.70377386721928,4,0.530097854191498,1.33333333333333,-1.78957541161925,0,4,NA,NA,0.80095066305542,-0.495581359736285,2.05350045184747,-1.25728736639029,0.4375,325,597,363,627
"512","539","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,1,-1.70377386721928,1,-1.78218418852617,4,-0.190592993578915,1,7,NA,NA,-0.806787888085496,1.60591613638884,-0.281209274299647,0.0882111029705443,0.9375,313,571,350,638
"513","540","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3.5,0.827808744695738,1.25,-0.757150225741696,2,-1.09342901103222,2,-1.01142350762028,4,-0.190592993578915,1,2,"GroenLinks","GroenLinks",-0.404853250300267,1.25566655370132,-0.800033657887896,-1.25728736639029,0.8125,336,500,305,583
"514","541","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",2,-1.20102421264331,1.75,0.0794031468829401,2,-1.09342901103222,5,1.30085853509739,2.33333333333333,-1.18995700485413,1,5,"D66","GroenLinks",0.80095066305542,0.905416971013799,0.497027301082726,-1.52638706026245,0.375,325,612,369,750
"515","542","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",1.5,-1.87730186508966,1,-1.17542691205401,2,-1.09342901103222,2,-1.01142350762028,3.66666666666667,-0.390465795833958,1,4,"PvdA","PvdA",-0.806787888085496,0.204917805638757,0.75643949287685,0.35731079684271,0.4375,347,689,431,689
"516","543","Beneden-modaal (minder dan 32500)",1,"lagere school, basisschool","Rechtshandig",2.5,-0.524746560196959,3.25,2.58906326475685,4,0.127260701341909,4,0.530097854191498,NA,NA,1,1,"Christenunie","Christenunie",-0.404853250300267,-1.19608052511133,1.2752638764651,1.16460987845921,0.6875,324,719,442,707
"517","544","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,NA,"Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,3,-0.483084154845155,2,-1.01142350762028,5.66666666666667,0.808771017696296,1,5,"D66","D66",0.399016025270191,0.905416971013799,-0.281209274299647,-0.988187672518121,0.75,327,661,409,735
"518","545","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,NA,"Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,2,-1.01142350762028,7,1.60826222671646,1,2,"D66","D66",-0.806787888085496,0.204917805638757,-1.05944584968202,-0.180888590901622,0.75,322,620,386,767
"519","546","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,NA,"Rechtshandig",1.25,-2.21544069131283,1,-1.17542691205401,1,-1.70377386721928,1,-1.78218418852617,4.33333333333333,0.00927980867612666,1,7,NA,NA,-1.61065716365595,1.60591613638884,-0.021797082505523,0.35731079684271,0.625,329,694,430,688
"520","547","Beneden-modaal (minder dan 32500)",1,NA,"Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,2,-1.09342901103222,2,-1.01142350762028,1,-1.98944821387429,1,7,"PVV","PVV",-0.00291861251503796,-1.19608052511133,3.86938579440634,0.0882111029705443,0.375,306,647,394,639
"521","548","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,NA,"Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,3.33333333333333,-0.590338598089,1,5,"PVV","PVV",0.80095066305542,-1.19608052511133,1.79408826005335,0.0882111029705443,0.4375,327,739,464,759
