participant_id,age,sex,education_level,background_SES,social.ideology,social.ideology.scale,social.identity,social.identity.scale,political.interest,political.interest.scale
sub-0611,25.0,female,high,4.5,3.0,2.17078657844453,7,2.84237989690916,7.0,1.60826222671646
sub-0614,23.75,female,high,6.0,2.0,0.497679833195258,4,0.530097854191498,1.66666666666667,-1.58970260936421
sub-0615,24.25,female,high,6.0,1.25,-0.757150225741696,1,-1.78218418852617,5.66666666666667,0.808771017696296
sub-0616,23.25,male,medium,2.0,1.5,-0.338873539429378,6,2.07161921600328,4.33333333333333,0.0092798086761266
sub-0618,22.5,male,high,5.0,1.5,-0.338873539429378,4,0.530097854191498,4.0,-0.190592993578915
sub-0620,25.5,female,high,5.5,1.0,-1.17542691205401,4,0.530097854191498,5.66666666666667,0.808771017696296
sub-0624,24.75,female,low,2.5,1.5,-0.338873539429378,3,-0.24066282671439,3.0,-0.790211400344042
sub-0628,21.5,female,medium,4.0,1.25,-0.757150225741696,4,0.530097854191498,5.0,0.409025413186211
sub-0629,24.75,male,medium,2.0,1.5,-0.338873539429378,3,-0.24066282671439,6.33333333333333,1.20851662220638
sub-0630,23.75,female,low,5.0,1.25,-0.757150225741696,4,0.530097854191498,5.66666666666667,0.808771017696296
sub-0631,24.0,male,medium,3.5,2.0,0.497679833195258,2,-1.01142350762028,4.33333333333333,0.0092798086761266
sub-0632,25.75,male,low,2.0,1.75,0.0794031468829401,3,-0.24066282671439,5.0,0.409025413186211
sub-0635,25.5,female,high,5.0,1.25,-0.757150225741696,4,0.530097854191498,5.0,0.409025413186211
sub-0636,23.5,female,medium,4.0,2.5,1.33423320581989,4,0.530097854191498,5.66666666666667,0.808771017696296
sub-0637,20.75,male,high,4.5,1.25,-0.757150225741696,4,0.530097854191498,6.33333333333333,1.20851662220638
sub-0640,23.25,female,medium,3.5,1.5,-0.338873539429378,4,0.530097854191498,1.66666666666667,-1.58970260936421
sub-0642,23.0,male,medium,3.0,1.0,-1.17542691205401,1,-1.78218418852617,6.0,1.00864381995134
sub-0643,25.25,female,medium,2.0,1.0,-1.17542691205401,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0645,24.75,female,high,4.5,1.75,0.0794031468829401,1,-1.78218418852617,7.0,1.60826222671646
sub-0647,24.5,male,high,5.0,1.25,-0.757150225741696,2,-1.01142350762028,3.66666666666667,-0.390465795833958
sub-0648,24.25,male,medium,6.0,1.75,0.0794031468829401,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0651,21.5,female,high,4.0,1.5,-0.338873539429378,1,-1.78218418852617,6.0,1.00864381995134
sub-0653,21.25,female,high,2.0,1.5,-0.338873539429378,3,-0.24066282671439,4.0,-0.190592993578915
sub-0655,25.5,male,medium,2.0,1.25,-0.757150225741696,4,0.530097854191498,3.0,-0.790211400344042
sub-0658,23.0,male,medium,3.0,1.0,-1.17542691205401,4,0.530097854191498,6.0,1.00864381995134
sub-0659,24.75,male,high,4.0,2.25,0.915956519507576,7,2.84237989690916,7.0,1.60826222671646
sub-0660,22.0,male,low,2.5,1.5,-0.338873539429378,4,0.530097854191498,1.0,-1.98944821387429
sub-0661,22.5,male,high,4.5,1.0,-1.17542691205401,7,2.84237989690916,1.0,-1.98944821387429
sub-0664,21.25,female,medium,3.0,1.75,0.0794031468829401,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0665,25.0,female,high,6.0,2.25,0.915956519507576,3,-0.24066282671439,3.0,-0.790211400344042
sub-0666,25.0,female,medium,6.0,2.0,0.497679833195258,4,0.530097854191498,1.0,-1.98944821387429
sub-0668,20.5,female,high,6.0,1.25,-0.757150225741696,4,0.530097854191498,4.66666666666667,0.209152610931169
sub-0669,24.0,male,medium,3.0,1.75,0.0794031468829401,2,-1.01142350762028,5.66666666666667,0.808771017696296
sub-0672,23.0,male,medium,3.0,2.0,0.497679833195258,1,-1.78218418852617,3.33333333333333,-0.590338598089
sub-0673,20.75,male,high,5.0,3.0,2.17078657844453,4,0.530097854191498,1.0,-1.98944821387429
sub-0674,21.0,male,medium,3.0,1.25,-0.757150225741696,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0676,23.5,female,high,5.5,1.5,-0.338873539429378,4,0.530097854191498,5.0,0.409025413186211
sub-0677,26.0,male,medium,2.0,2.0,0.497679833195258,5,1.30085853509739,4.66666666666667,0.209152610931169
sub-0678,26.0,male,medium,2.0,2.0,0.497679833195258,4,0.530097854191498,1.0,-1.98944821387429
sub-0680,22.5,male,low,3.0,2.5,1.33423320581989,1,-1.78218418852617,4.0,-0.190592993578915
sub-0681,20.75,male,medium,5.5,1.75,0.0794031468829401,4,0.530097854191498,2.66666666666667,-0.990084202599084
sub-0683,20.0,male,high,6.0,1.5,-0.338873539429378,4,0.530097854191498,1.0,-1.98944821387429
sub-0684,25.75,male,high,3.0,1.0,-1.17542691205401,1,-1.78218418852617,5.0,0.409025413186211
sub-0687,21.5,female,medium,4.0,2.75,1.75250989213221,2,-1.01142350762028,2.66666666666667,-0.990084202599084
sub-0691,22.5,female,medium,5.0,2.5,1.33423320581989,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0697,21.75,female,medium,4.0,1.75,0.0794031468829401,1,-1.78218418852617,7.0,1.60826222671646
sub-0698,24.25,male,high,4.0,1.25,-0.757150225741696,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0706,25.0,female,high,5.0,2.5,1.33423320581989,4,0.530097854191498,4.66666666666667,0.209152610931169
sub-0708,23.25,female,high,2.0,2.25,0.915956519507576,4,0.530097854191498,2.0,-1.38982980710917
sub-0709,20.5,female,medium,2.0,3.0,2.17078657844453,4,0.530097854191498,3.66666666666667,-0.390465795833958
sub-0710,24.25,female,high,4.0,1.0,-1.17542691205401,4,0.530097854191498,6.0,1.00864381995134
sub-0714,22.5,male,medium,2.0,1.0,-1.17542691205401,2,-1.01142350762028,3.33333333333333,-0.590338598089
sub-0715,20.25,male,high,6.0,1.75,0.0794031468829401,2,-1.01142350762028,5.66666666666667,0.808771017696296
sub-0717,20.5,male,medium,3.0,1.75,0.0794031468829401,4,0.530097854191498,6.66666666666667,1.40838942446142
sub-0718,21.5,male,medium,3.5,2.0,0.497679833195258,4,0.530097854191498,4.66666666666667,0.209152610931169
sub-0719,22.75,female,high,6.0,1.5,-0.338873539429378,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0721,25.0,male,high,4.5,2.0,0.497679833195258,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0722,24.5,male,high,5.0,1.5,-0.338873539429378,1,-1.78218418852617,7.0,1.60826222671646
sub-0724,25.0,female,high,3.5,1.0,-1.17542691205401,4,0.530097854191498,1.0,-1.98944821387429
sub-0725,21.5,female,high,5.5,1.5,-0.338873539429378,2,-1.01142350762028,2.66666666666667,-0.990084202599084
sub-0730,20.5,female,high,3.5,2.75,1.75250989213221,2,-1.01142350762028,3.66666666666667,-0.390465795833958
sub-0731,24.0,male,medium,4.5,1.0,-1.17542691205401,4,0.530097854191498,5.0,0.409025413186211
sub-0737,22.75,female,high,2.0,2.25,0.915956519507576,5,1.30085853509739,2.66666666666667,-0.990084202599084
sub-0742,22.75,male,high,5.0,2.0,0.497679833195258,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0747,22.0,female,medium,4.0,2.0,0.497679833195258,4,0.530097854191498,7.0,1.60826222671646
sub-0748,20.75,male,medium,4.0,1.5,-0.338873539429378,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0750,24.5,male,medium,3.5,1.75,0.0794031468829401,3,-0.24066282671439,4.0,-0.190592993578915
sub-0751,23.25,female,high,4.5,2.25,0.915956519507576,3,-0.24066282671439,3.66666666666667,-0.390465795833958
sub-0752,25.25,male,medium,4.5,1.0,-1.17542691205401,2,-1.01142350762028,2.33333333333333,-1.18995700485413
sub-0753,20.25,female,medium,2.0,3.0,2.17078657844453,4,0.530097854191498,1.0,-1.98944821387429
sub-0754,23.5,male,medium,3.0,1.75,0.0794031468829401,3,-0.24066282671439,3.0,-0.790211400344042
sub-0756,21.0,female,high,6.0,1.5,-0.338873539429378,5,1.30085853509739,6.0,1.00864381995134
sub-0757,25.5,male,high,5.5,1.5,-0.338873539429378,4,0.530097854191498,3.33333333333333,-0.590338598089
sub-0758,21.75,female,high,4.0,1.75,0.0794031468829401,1,-1.78218418852617,1.33333333333333,-1.78957541161925
sub-0760,25.5,male,medium,2.0,2.0,0.497679833195258,4,0.530097854191498,4.0,-0.190592993578915
sub-0761,21.5,male,medium,5.0,1.75,0.0794031468829401,1,-1.78218418852617,5.33333333333333,0.608898215441253
sub-0763,25.5,female,high,4.0,1.5,-0.338873539429378,5,1.30085853509739,3.33333333333333,-0.590338598089
sub-0764,23.5,female,medium,3.5,1.25,-0.757150225741696,3,-0.24066282671439,6.0,1.00864381995134
sub-0767,25.25,male,medium,2.0,1.5,-0.338873539429378,5,1.30085853509739,3.66666666666667,-0.390465795833958
sub-0775,20.75,female,medium,4.0,1.0,-1.17542691205401,4,0.530097854191498,1.66666666666667,-1.58970260936421
sub-0777,24.5,female,high,4.0,1.5,-0.338873539429378,3,-0.24066282671439,2.66666666666667,-0.990084202599084
sub-0782,22.5,male,high,3.0,1.5,-0.338873539429378,2,-1.01142350762028,5.66666666666667,0.808771017696296
sub-0785,25.0,female,high,3.0,2.0,0.497679833195258,6,2.07161921600328,6.0,1.00864381995134
sub-0786,23.5,male,medium,3.0,2.75,1.75250989213221,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0787,20.5,male,medium,4.5,1.75,0.0794031468829401,4,0.530097854191498,1.0,-1.98944821387429
sub-0793,21.5,female,high,5.0,1.75,0.0794031468829401,5,1.30085853509739,4.0,-0.190592993578915
sub-0794,24.0,female,medium,2.0,1.25,-0.757150225741696,2,-1.01142350762028,5.66666666666667,0.808771017696296
sub-0796,22.25,male,high,5.5,2.25,0.915956519507576,4,0.530097854191498,2.0,-1.38982980710917
sub-0797,20.75,female,high,3.0,1.5,-0.338873539429378,3,-0.24066282671439,6.0,1.00864381995134
sub-0799,24.0,male,high,5.0,1.25,-0.757150225741696,2,-1.01142350762028,4.66666666666667,0.209152610931169
sub-0803,20.25,male,medium,3.0,3.5,3.00733995106917,4,0.530097854191498,4.0,-0.190592993578915
sub-0805,24.75,female,high,5.0,1.75,0.0794031468829401,2,-1.01142350762028,6.33333333333333,1.20851662220638
sub-0806,25.25,female,high,3.0,1.5,-0.338873539429378,4,0.530097854191498,2.33333333333333,-1.18995700485413
sub-0807,26.0,female,high,5.0,2.75,1.75250989213221,3,-0.24066282671439,4.0,-0.190592993578915
sub-0809,22.75,female,medium,3.0,2.0,0.497679833195258,2,-1.01142350762028,4.33333333333333,0.0092798086761266
sub-0814,23.25,female,high,4.0,1.75,0.0794031468829401,1,-1.78218418852617,7.0,1.60826222671646
sub-0816,21.0,male,high,5.0,1.0,-1.17542691205401,7,2.84237989690916,1.0,-1.98944821387429
sub-0822,22.5,female,high,3.0,1.25,-0.757150225741696,4,0.530097854191498,4.33333333333333,0.0092798086761266
sub-0823,24.5,female,high,6.0,2.0,0.497679833195258,4,0.530097854191498,1.33333333333333,-1.78957541161925
sub-0826,20.5,female,medium,3.5,1.5,-0.338873539429378,1,-1.78218418852617,4.0,-0.190592993578915
sub-0832,23.5,male,high,3.5,1.0,-1.17542691205401,1,-1.78218418852617,6.33333333333333,1.20851662220638
sub-0833,21.25,female,medium,3.0,2.25,0.915956519507576,5,1.30085853509739,5.0,0.409025413186211
sub-0834,23.0,female,medium,4.5,2.25,0.915956519507576,4,0.530097854191498,3.33333333333333,-0.590338598089
sub-0840,25.75,male,high,5.0,1.75,0.0794031468829401,4,0.530097854191498,2.0,-1.38982980710917
sub-0841,22.75,male,high,3.5,1.5,-0.338873539429378,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0845,21.75,female,medium,4.0,1.75,0.0794031468829401,5,1.30085853509739,6.33333333333333,1.20851662220638
sub-0846,24.25,male,medium,2.0,3.0,2.17078657844453,4,0.530097854191498,6.0,1.00864381995134
sub-0850,25.25,female,medium,4.5,2.0,0.497679833195258,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0851,20.5,male,medium,4.0,1.0,-1.17542691205401,2,-1.01142350762028,4.0,-0.190592993578915
sub-0854,25.5,female,high,5.0,2.5,1.33423320581989,2,-1.01142350762028,6.0,1.00864381995134
sub-0857,22.0,female,medium,2.5,1.5,-0.338873539429378,4,0.530097854191498,3.66666666666667,-0.390465795833958
sub-0858,21.75,female,medium,2.0,2.25,0.915956519507576,4,0.530097854191498,2.66666666666667,-0.990084202599084
sub-0862,21.25,female,medium,2.5,1.75,0.0794031468829401,5,1.30085853509739,1.33333333333333,-1.78957541161925
sub-0863,21.0,male,medium,4.5,2.0,0.497679833195258,4,0.530097854191498,4.33333333333333,0.0092798086761266
sub-0865,23.75,male,medium,4.0,1.25,-0.757150225741696,5,1.30085853509739,3.66666666666667,-0.390465795833958
sub-0867,23.0,male,medium,4.0,1.5,-0.338873539429378,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0869,21.5,female,high,6.0,1.75,0.0794031468829401,4,0.530097854191498,4.0,-0.190592993578915
sub-0870,21.0,female,medium,3.5,1.5,-0.338873539429378,2,-1.01142350762028,3.33333333333333,-0.590338598089
sub-0871,21.75,female,high,5.0,2.0,0.497679833195258,4,0.530097854191498,1.33333333333333,-1.78957541161925
sub-0873,22.75,male,low,4.0,1.0,-1.17542691205401,4,0.530097854191498,4.0,-0.190592993578915
sub-0874,23.0,female,high,3.5,1.5,-0.338873539429378,4,0.530097854191498,2.33333333333333,-1.18995700485413
sub-0875,24.25,female,medium,4.5,1.75,0.0794031468829401,2,-1.01142350762028,4.66666666666667,0.209152610931169
sub-0880,25.75,female,high,4.0,2.0,0.497679833195258,4,0.530097854191498,,
sub-0882,20.25,female,medium,2.5,2.25,0.915956519507576,4,0.530097854191498,3.0,-0.790211400344042
sub-0886,24.5,female,medium,2.5,2.25,0.915956519507576,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0887,23.75,male,medium,4.0,3.0,2.17078657844453,3,-0.24066282671439,3.33333333333333,-0.590338598089
sub-0894,21.75,male,medium,3.5,1.0,-1.17542691205401,3,-0.24066282671439,3.66666666666667,-0.390465795833958
sub-0895,23.0,male,high,5.0,2.5,1.33423320581989,6,2.07161921600328,1.66666666666667,-1.58970260936421
sub-0897,23.0,male,high,5.0,1.5,-0.338873539429378,2,-1.01142350762028,3.66666666666667,-0.390465795833958
sub-0898,23.25,female,low,4.5,1.75,0.0794031468829401,7,2.84237989690916,1.0,-1.98944821387429
sub-0899,25.75,male,high,5.0,1.25,-0.757150225741696,6,2.07161921600328,5.33333333333333,0.608898215441253
sub-0903,22.25,male,medium,4.0,1.5,-0.338873539429378,4,0.530097854191498,3.33333333333333,-0.590338598089
sub-0904,21.25,female,high,4.0,1.0,-1.17542691205401,1,-1.78218418852617,4.66666666666667,0.209152610931169
sub-0908,23.25,female,high,4.5,2.75,1.75250989213221,3,-0.24066282671439,4.33333333333333,0.0092798086761266
sub-0912,22.0,male,high,4.5,1.25,-0.757150225741696,4,0.530097854191498,1.66666666666667,-1.58970260936421
sub-0913,21.75,male,high,6.0,2.75,1.75250989213221,4,0.530097854191498,4.66666666666667,0.209152610931169
sub-0914,22.75,female,high,3.5,1.25,-0.757150225741696,2,-1.01142350762028,6.0,1.00864381995134
sub-0915,24.75,male,low,3.0,1.75,0.0794031468829401,3,-0.24066282671439,6.66666666666667,1.40838942446142
sub-0917,20.5,female,medium,4.5,1.25,-0.757150225741696,2,-1.01142350762028,4.0,-0.190592993578915
sub-0919,22.5,female,low,3.0,2.0,0.497679833195258,4,0.530097854191498,4.33333333333333,0.0092798086761266
sub-0922,21.0,male,high,4.0,3.25,2.58906326475685,2,-1.01142350762028,3.66666666666667,-0.390465795833958
sub-0923,21.75,male,medium,3.0,1.0,-1.17542691205401,1,-1.78218418852617,5.0,0.409025413186211
sub-0925,25.25,male,medium,4.0,1.25,-0.757150225741696,3,-0.24066282671439,2.66666666666667,-0.990084202599084
sub-0926,20.75,male,high,2.0,1.75,0.0794031468829401,2,-1.01142350762028,5.0,0.409025413186211
sub-0927,24.25,female,medium,2.5,2.0,0.497679833195258,2,-1.01142350762028,5.0,0.409025413186211
