"","participant_id","age","sex","education_level","background_SES","social.ideology","social.ideology.scale","social.identity","social.identity.scale","political.interest","political.interest.scale"
"531","sub-0558",23.25,"female","high",5,1,-1.17542691205401,3,-0.24066282671439,3.33333333333333,-0.590338598089
"532","sub-0559",20.25,"male","high",4,2.75,1.75250989213221,4,0.530097854191498,4.33333333333333,0.00927980867612666
"533","sub-0560",24.75,"male","high",3,1.5,-0.338873539429378,6,2.07161921600328,2.33333333333333,-1.18995700485413
"534","sub-0561",22.25,"male","medium",4.5,1,-1.17542691205401,2,-1.01142350762028,4,-0.190592993578915
"535","sub-0562",20.25,"male","medium",4,2,0.497679833195258,5,1.30085853509739,7,1.60826222671646
"536","sub-0563",20.75,"female","medium",3,1.5,-0.338873539429378,1,-1.78218418852617,7,1.60826222671646
"537","sub-0564",22.5,"male","high",2.5,1.75,0.0794031468829401,5,1.30085853509739,1.66666666666667,-1.58970260936421
"538","sub-0565",25,"male","medium",3,1.5,-0.338873539429378,4,0.530097854191498,1.33333333333333,-1.78957541161925
"539","sub-0566",22,"female","medium",4,2.25,0.915956519507576,2,-1.01142350762028,5,0.409025413186211
"540","sub-0567",22.25,"male","medium",4,1.5,-0.338873539429378,4,0.530097854191498,6.33333333333333,1.20851662220638
"541","sub-0568",20.5,"male","medium",4,1.25,-0.757150225741696,4,0.530097854191498,5.33333333333333,0.608898215441253
"542","sub-0569",22,"female","high",4,1.5,-0.338873539429378,4,0.530097854191498,2,-1.38982980710917
"543","sub-0570",24.5,"male","high",3,1.75,0.0794031468829401,5,1.30085853509739,1,-1.98944821387429
"544","sub-0571",22.75,"female","high",6,1,-1.17542691205401,3,-0.24066282671439,4.66666666666667,0.209152610931169
"545","sub-0572",23,"female","medium",4,2.25,0.915956519507576,3,-0.24066282671439,3,-0.790211400344042
"546","sub-0573",21.5,"male","high",6,1.25,-0.757150225741696,1,-1.78218418852617,7,1.60826222671646
"547","sub-0574",20.5,"male","medium",4,1.5,-0.338873539429378,4,0.530097854191498,2.33333333333333,-1.18995700485413
"548","sub-0575",21.5,"male","high",3,3,2.17078657844453,4,0.530097854191498,3.66666666666667,-0.390465795833958
"549","sub-0576",24,"male","medium",3.5,1.5,-0.338873539429378,4,0.530097854191498,2,-1.38982980710917
"550","sub-0577",21.75,"male","low",2,1,-1.17542691205401,3,-0.24066282671439,4.33333333333333,0.00927980867612666
"551","sub-0578",20.75,"female","medium",6,2.25,0.915956519507576,4,0.530097854191498,1.33333333333333,-1.78957541161925
"552","sub-0579",24.5,"female","medium",3.5,1.25,-0.757150225741696,4,0.530097854191498,3.66666666666667,-0.390465795833958
"553","sub-0580",25,"male","medium",3,1.25,-0.757150225741696,6,2.07161921600328,5.66666666666667,0.808771017696296
"554","sub-0581",24.5,"male","high",2,1.75,0.0794031468829401,4,0.530097854191498,3.66666666666667,-0.390465795833958
"555","sub-0582",23.25,"female","medium",3.5,1.25,-0.757150225741696,2,-1.01142350762028,5.33333333333333,0.608898215441253
"556","sub-0583",21.25,"male","medium",2.5,1.25,-0.757150225741696,2,-1.01142350762028,5.66666666666667,0.808771017696296
"557","sub-0584",21.75,"male","medium",3.5,1.75,0.0794031468829401,2,-1.01142350762028,3.33333333333333,-0.590338598089
"558","sub-0585",21,"female","high",3,1.25,-0.757150225741696,3,-0.24066282671439,4,-0.190592993578915
"559","sub-0586",23,"male","low",4,2.25,0.915956519507576,3,-0.24066282671439,5,0.409025413186211
"560","sub-0587",23.5,"female","high",4,1,-1.17542691205401,2,-1.01142350762028,3.66666666666667,-0.390465795833958
"561","sub-0588",23,"female","medium",4,2.5,1.33423320581989,4,0.530097854191498,5.66666666666667,0.808771017696296
"562","sub-0589",25.25,"male","medium",3,1.25,-0.757150225741696,4,0.530097854191498,3.66666666666667,-0.390465795833958
"563","sub-0590",21.25,"male","high",3,1,-1.17542691205401,4,0.530097854191498,5.66666666666667,0.808771017696296
"564","sub-0591",23,"female","medium",5,1.75,0.0794031468829401,4,0.530097854191498,2,-1.38982980710917
"565","sub-0592",25.25,"male","high",5.5,1.5,-0.338873539429378,2,-1.01142350762028,5.66666666666667,0.808771017696296
"566","sub-0593",23.75,"male","medium",4.5,2,0.497679833195258,4,0.530097854191498,6,1.00864381995134
"567","sub-0594",23.25,"female","high",2.5,1,-1.17542691205401,3,-0.24066282671439,6.33333333333333,1.20851662220638
"568","sub-0595",23,"male","high",5.5,1.75,0.0794031468829401,4,0.530097854191498,1,-1.98944821387429
"569","sub-0596",24,"male","low",3,1,-1.17542691205401,1,-1.78218418852617,7,1.60826222671646
"570","sub-0597",21.75,"male","medium",2,1.75,0.0794031468829401,4,0.530097854191498,3.33333333333333,-0.590338598089
"571","sub-0598",22.5,"female","high",6,1.25,-0.757150225741696,3,-0.24066282671439,6.33333333333333,1.20851662220638
"572","sub-0599",25.5,"female","low",3.5,1.5,-0.338873539429378,2,-1.01142350762028,7,1.60826222671646
"573","sub-0600",25.25,"female","low",3,1.75,0.0794031468829401,2,-1.01142350762028,6,1.00864381995134
"574","sub-0601",25.75,"female","low",6,1.75,0.0794031468829401,3,-0.24066282671439,5.66666666666667,0.808771017696296
"575","sub-0602",21.25,"male","medium",3.5,1.5,-0.338873539429378,6,2.07161921600328,5,0.409025413186211
"576","sub-0603",23,"female","low",4.5,2.25,0.915956519507576,3,-0.24066282671439,7,1.60826222671646
"577","sub-0604",22.5,"female","high",5,1.5,-0.338873539429378,1,-1.78218418852617,3.33333333333333,-0.590338598089
"578","sub-0605",24.25,"male","high",5,2.25,0.915956519507576,2,-1.01142350762028,6,1.00864381995134
"579","sub-0606",22,"male","high",5,2,0.497679833195258,4,0.530097854191498,1.33333333333333,-1.78957541161925
"580","sub-0607",20.5,"female","low",5,2.5,1.33423320581989,3,-0.24066282671439,6,1.00864381995134
"581","sub-0608",22.75,"female","high",3.5,2,0.497679833195258,3,-0.24066282671439,5.66666666666667,0.808771017696296
"582","sub-0609",23.75,"male","high",6,1.75,0.0794031468829401,4,0.530097854191498,5,0.409025413186211
"583","sub-0610",23.75,"female","high",4,1.75,0.0794031468829401,3,-0.24066282671439,5.33333333333333,0.608898215441253
"584","sub-0611",25,"female","high",4.5,3,2.17078657844453,7,2.84237989690916,7,1.60826222671646
"585","sub-0612",21.75,"female","high",3,1.25,-0.757150225741696,4,0.530097854191498,1,-1.98944821387429
"586","sub-0613",22.5,"male","medium",2.5,1,-1.17542691205401,5,1.30085853509739,5.33333333333333,0.608898215441253
"587","sub-0614",23.75,"female","high",6,2,0.497679833195258,4,0.530097854191498,1.66666666666667,-1.58970260936421
"588","sub-0615",24.25,"female","high",6,1.25,-0.757150225741696,1,-1.78218418852617,5.66666666666667,0.808771017696296
"589","sub-0616",23.25,"male","medium",2,1.5,-0.338873539429378,6,2.07161921600328,4.33333333333333,0.00927980867612666
"590","sub-0617",23.25,"female","medium",4,1.75,0.0794031468829401,2,-1.01142350762028,3.66666666666667,-0.390465795833958
"591","sub-0618",22.5,"male","high",5,1.5,-0.338873539429378,4,0.530097854191498,4,-0.190592993578915
"592","sub-0619",23.75,"male","high",5,1.25,-0.757150225741696,4,0.530097854191498,2,-1.38982980710917
"593","sub-0620",25.5,"female","high",5.5,1,-1.17542691205401,4,0.530097854191498,5.66666666666667,0.808771017696296
"594","sub-0621",22.5,"female","low",2.5,1,-1.17542691205401,2,-1.01142350762028,4.66666666666667,0.209152610931169
"595","sub-0622",21.5,"male","high",6,2,0.497679833195258,2,-1.01142350762028,6.33333333333333,1.20851662220638
"596","sub-0623",25.75,"male","high",4.5,2.25,0.915956519507576,3,-0.24066282671439,6.33333333333333,1.20851662220638
"597","sub-0624",24.75,"female","low",2.5,1.5,-0.338873539429378,3,-0.24066282671439,3,-0.790211400344042
"598","sub-0625",26,"male","medium",6,1.5,-0.338873539429378,1,-1.78218418852617,6.33333333333333,1.20851662220638
"599","sub-0626",20.75,"male","medium",2,1.25,-0.757150225741696,6,2.07161921600328,4.66666666666667,0.209152610931169
"600","sub-0627",22.75,"female","high",5,1.75,0.0794031468829401,2,-1.01142350762028,6,1.00864381995134
"601","sub-0628",21.5,"female","medium",4,1.25,-0.757150225741696,4,0.530097854191498,5,0.409025413186211
"602","sub-0629",24.75,"male","medium",2,1.5,-0.338873539429378,3,-0.24066282671439,6.33333333333333,1.20851662220638
"603","sub-0630",23.75,"female","low",5,1.25,-0.757150225741696,4,0.530097854191498,5.66666666666667,0.808771017696296
"604","sub-0631",24,"male","medium",3.5,2,0.497679833195258,2,-1.01142350762028,4.33333333333333,0.00927980867612666
"605","sub-0632",25.75,"male","low",2,1.75,0.0794031468829401,3,-0.24066282671439,5,0.409025413186211
"606","sub-0633",20.5,"male","high",4,1,-1.17542691205401,4,0.530097854191498,6,1.00864381995134
"607","sub-0634",24.25,"male","low",2,2.5,1.33423320581989,5,1.30085853509739,3.66666666666667,-0.390465795833958
"608","sub-0635",25.5,"female","high",5,1.25,-0.757150225741696,4,0.530097854191498,5,0.409025413186211
"609","sub-0636",23.5,"female","medium",4,2.5,1.33423320581989,4,0.530097854191498,5.66666666666667,0.808771017696296
"610","sub-0637",20.75,"male","high",4.5,1.25,-0.757150225741696,4,0.530097854191498,6.33333333333333,1.20851662220638
"611","sub-0638",20.75,"male","medium",3,2,0.497679833195258,1,-1.78218418852617,7,1.60826222671646
"612","sub-0639",26,"male","high",4,1.5,-0.338873539429378,4,0.530097854191498,6.33333333333333,1.20851662220638
"613","sub-0640",23.25,"female","medium",3.5,1.5,-0.338873539429378,4,0.530097854191498,1.66666666666667,-1.58970260936421
"614","sub-0641",23.25,"male","high",3.5,1.75,0.0794031468829401,2,-1.01142350762028,4,-0.190592993578915
"615","sub-0642",23,"male","medium",3,1,-1.17542691205401,1,-1.78218418852617,6,1.00864381995134
"616","sub-0643",25.25,"female","medium",2,1,-1.17542691205401,3,-0.24066282671439,5.33333333333333,0.608898215441253
"617","sub-0644",23.75,"female","medium",2,1.75,0.0794031468829401,4,0.530097854191498,5.33333333333333,0.608898215441253
"618","sub-0645",24.75,"female","high",4.5,1.75,0.0794031468829401,1,-1.78218418852617,7,1.60826222671646
"619","sub-0646",20.25,"female","medium",2,1.5,-0.338873539429378,2,-1.01142350762028,6.66666666666667,1.40838942446142
"620","sub-0647",24.5,"male","high",5,1.25,-0.757150225741696,2,-1.01142350762028,3.66666666666667,-0.390465795833958
"621","sub-0648",24.25,"male","medium",6,1.75,0.0794031468829401,3,-0.24066282671439,4.66666666666667,0.209152610931169
"622","sub-0649",24,"female","medium",3,1,-1.17542691205401,3,-0.24066282671439,5.33333333333333,0.608898215441253
"623","sub-0650",20.5,"female","high",5,1.5,-0.338873539429378,5,1.30085853509739,6.33333333333333,1.20851662220638
"624","sub-0651",21.5,"female","high",4,1.5,-0.338873539429378,1,-1.78218418852617,6,1.00864381995134
"625","sub-0652",22,"male","high",4.5,1.5,-0.338873539429378,4,0.530097854191498,3.66666666666667,-0.390465795833958
"626","sub-0653",21.25,"female","high",2,1.5,-0.338873539429378,3,-0.24066282671439,4,-0.190592993578915
"627","sub-0654",24.25,"male","medium",3,2,0.497679833195258,4,0.530097854191498,4.33333333333333,0.00927980867612666
"628","sub-0655",25.5,"male","medium",2,1.25,-0.757150225741696,4,0.530097854191498,3,-0.790211400344042
"629","sub-0656",22,"female","high",4,1.5,-0.338873539429378,2,-1.01142350762028,6,1.00864381995134
"630","sub-0657",20.5,"female","high",5,1.5,-0.338873539429378,2,-1.01142350762028,4.66666666666667,0.209152610931169
"631","sub-0658",23,"male","medium",3,1,-1.17542691205401,4,0.530097854191498,6,1.00864381995134
"632","sub-0659",24.75,"male","high",4,2.25,0.915956519507576,7,2.84237989690916,7,1.60826222671646
"633","sub-0660",22,"male","low",2.5,1.5,-0.338873539429378,4,0.530097854191498,1,-1.98944821387429
"634","sub-0661",22.5,"male","high",4.5,1,-1.17542691205401,7,2.84237989690916,1,-1.98944821387429
"635","sub-0662",21.5,"male","high",3,1,-1.17542691205401,2,-1.01142350762028,5.66666666666667,0.808771017696296
"636","sub-0663",20.5,"female","high",4,1.75,0.0794031468829401,5,1.30085853509739,NA,NA
"637","sub-0664",21.25,"female","medium",3,1.75,0.0794031468829401,2,-1.01142350762028,5.33333333333333,0.608898215441253
"638","sub-0665",25,"female","high",6,2.25,0.915956519507576,3,-0.24066282671439,3,-0.790211400344042
"639","sub-0666",25,"female","medium",6,2,0.497679833195258,4,0.530097854191498,1,-1.98944821387429
"640","sub-0667",24.75,"female","high",5,2.25,0.915956519507576,4,0.530097854191498,5.33333333333333,0.608898215441253
"641","sub-0668",20.5,"female","high",6,1.25,-0.757150225741696,4,0.530097854191498,4.66666666666667,0.209152610931169
"642","sub-0669",24,"male","medium",3,1.75,0.0794031468829401,2,-1.01142350762028,5.66666666666667,0.808771017696296
"643","sub-0670",22.25,"female","high",5.5,2.25,0.915956519507576,3,-0.24066282671439,2.66666666666667,-0.990084202599084
"644","sub-0671",25,"female","medium",3.5,1.5,-0.338873539429378,4,0.530097854191498,3,-0.790211400344042
"645","sub-0672",23,"male","medium",3,2,0.497679833195258,1,-1.78218418852617,3.33333333333333,-0.590338598089
"646","sub-0673",20.75,"male","high",5,3,2.17078657844453,4,0.530097854191498,1,-1.98944821387429
"647","sub-0674",21,"male","medium",3,1.25,-0.757150225741696,3,-0.24066282671439,5.33333333333333,0.608898215441253
"648","sub-0675",23.25,"female","low",3,3.25,2.58906326475685,4,0.530097854191498,2.66666666666667,-0.990084202599084
"649","sub-0676",23.5,"female","high",5.5,1.5,-0.338873539429378,4,0.530097854191498,5,0.409025413186211
"650","sub-0677",26,"male","medium",2,2,0.497679833195258,5,1.30085853509739,4.66666666666667,0.209152610931169
"651","sub-0678",26,"male","medium",2,2,0.497679833195258,4,0.530097854191498,1,-1.98944821387429
"652","sub-0679",23.25,"female","high",5,3.25,2.58906326475685,4,0.530097854191498,7,1.60826222671646
"653","sub-0680",22.5,"male","low",3,2.5,1.33423320581989,1,-1.78218418852617,4,-0.190592993578915
"654","sub-0681",20.75,"male","medium",5.5,1.75,0.0794031468829401,4,0.530097854191498,2.66666666666667,-0.990084202599084
"655","sub-0682",25,"female","high",6,1.5,-0.338873539429378,2,-1.01142350762028,7,1.60826222671646
"656","sub-0683",20,"male","high",6,1.5,-0.338873539429378,4,0.530097854191498,1,-1.98944821387429
"657","sub-0684",25.75,"male","high",3,1,-1.17542691205401,1,-1.78218418852617,5,0.409025413186211
"658","sub-0685",22.5,"female","high",6,2.25,0.915956519507576,1,-1.78218418852617,1.33333333333333,-1.78957541161925
"659","sub-0686",20.25,"male","high",6,2,0.497679833195258,4,0.530097854191498,1.66666666666667,-1.58970260936421
"660","sub-0687",21.5,"female","medium",4,2.75,1.75250989213221,2,-1.01142350762028,2.66666666666667,-0.990084202599084
"661","sub-0688",22.25,"female","medium",5,1.75,0.0794031468829401,4,0.530097854191498,6,1.00864381995134
"662","sub-0689",23.5,"female","high",2,1.25,-0.757150225741696,4,0.530097854191498,3,-0.790211400344042
"663","sub-0690",25.75,"male","low",4,2,0.497679833195258,5,1.30085853509739,3.66666666666667,-0.390465795833958
"664","sub-0691",22.5,"female","medium",5,2.5,1.33423320581989,3,-0.24066282671439,4.66666666666667,0.209152610931169
"665","sub-0692",21.25,"male","medium",3.5,1,-1.17542691205401,3,-0.24066282671439,6.33333333333333,1.20851662220638
"666","sub-0693",20.25,"female","high",2,1.25,-0.757150225741696,4,0.530097854191498,5,0.409025413186211
"667","sub-0694",20.5,"female","high",5,2.25,0.915956519507576,4,0.530097854191498,4,-0.190592993578915
"668","sub-0695",25.25,"male","medium",6,1.25,-0.757150225741696,3,-0.24066282671439,3.33333333333333,-0.590338598089
"669","sub-0697",21.75,"female","medium",4,1.75,0.0794031468829401,1,-1.78218418852617,7,1.60826222671646
"670","sub-0698",24.25,"male","high",4,1.25,-0.757150225741696,4,0.530097854191498,5.33333333333333,0.608898215441253
"671","sub-0699",24.5,"female","high",3.5,1.25,-0.757150225741696,4,0.530097854191498,2.33333333333333,-1.18995700485413
"672","sub-0700",23.5,"female","medium",5,2,0.497679833195258,2,-1.01142350762028,6.33333333333333,1.20851662220638
"673","sub-0701",25.75,"female","high",6,2,0.497679833195258,3,-0.24066282671439,1.33333333333333,-1.78957541161925
"674","sub-0702",21.25,"male","high",5,1.5,-0.338873539429378,3,-0.24066282671439,5.33333333333333,0.608898215441253
"675","sub-0703",20.75,"male","high",5,1.5,-0.338873539429378,4,0.530097854191498,3.33333333333333,-0.590338598089
"676","sub-0704",25.25,"male","high",4.5,2.5,1.33423320581989,1,-1.78218418852617,5.66666666666667,0.808771017696296
"677","sub-0705",20.75,"male","medium",2.5,1.75,0.0794031468829401,4,0.530097854191498,1.33333333333333,-1.78957541161925
"678","sub-0706",25,"female","high",5,2.5,1.33423320581989,4,0.530097854191498,4.66666666666667,0.209152610931169
"679","sub-0707",22.75,"female","high",5,1.5,-0.338873539429378,3,-0.24066282671439,3.33333333333333,-0.590338598089
"680","sub-0708",23.25,"female","high",2,2.25,0.915956519507576,4,0.530097854191498,2,-1.38982980710917
"681","sub-0709",20.5,"female","medium",2,3,2.17078657844453,4,0.530097854191498,3.66666666666667,-0.390465795833958
"682","sub-0710",24.25,"female","high",4,1,-1.17542691205401,4,0.530097854191498,6,1.00864381995134
"683","sub-0711",25.25,"female","medium",5,1.5,-0.338873539429378,2,-1.01142350762028,3.66666666666667,-0.390465795833958
"684","sub-0712",21,"female","medium",4,1.25,-0.757150225741696,3,-0.24066282671439,2.66666666666667,-0.990084202599084
"685","sub-0713",25.5,"female","high",3.5,1.5,-0.338873539429378,4,0.530097854191498,3,-0.790211400344042
"686","sub-0714",22.5,"male","medium",2,1,-1.17542691205401,2,-1.01142350762028,3.33333333333333,-0.590338598089
"687","sub-0715",20.25,"male","high",6,1.75,0.0794031468829401,2,-1.01142350762028,5.66666666666667,0.808771017696296
"688","sub-0716",19,"male","medium",3,1,-1.17542691205401,5,1.30085853509739,4.66666666666667,0.209152610931169
"689","sub-0717",20.5,"male","medium",3,1.75,0.0794031468829401,4,0.530097854191498,6.66666666666667,1.40838942446142
"690","sub-0718",21.5,"male","medium",3.5,2,0.497679833195258,4,0.530097854191498,4.66666666666667,0.209152610931169
"691","sub-0719",22.75,"female","high",6,1.5,-0.338873539429378,4,0.530097854191498,5.33333333333333,0.608898215441253
"692","sub-0720",23.25,"male","high",2.5,2,0.497679833195258,4,0.530097854191498,4.33333333333333,0.00927980867612666
"693","sub-0721",25,"male","high",4.5,2,0.497679833195258,3,-0.24066282671439,4.66666666666667,0.209152610931169
"694","sub-0722",24.5,"male","high",5,1.5,-0.338873539429378,1,-1.78218418852617,7,1.60826222671646
"695","sub-0723",22.75,"male","high",5,1,-1.17542691205401,3,-0.24066282671439,2.66666666666667,-0.990084202599084
"696","sub-0724",25,"female","high",3.5,1,-1.17542691205401,4,0.530097854191498,1,-1.98944821387429
"697","sub-0725",21.5,"female","high",5.5,1.5,-0.338873539429378,2,-1.01142350762028,2.66666666666667,-0.990084202599084
"698","sub-0726",23.5,"female","medium",3,1.75,0.0794031468829401,2,-1.01142350762028,5.33333333333333,0.608898215441253
"699","sub-0727",20.25,"female","medium",4,1.25,-0.757150225741696,4,0.530097854191498,2,-1.38982980710917
"700","sub-0728",22.5,"female","medium",3,1.5,-0.338873539429378,3,-0.24066282671439,6.66666666666667,1.40838942446142
"701","sub-0729",22.5,"male","high",4,1.75,0.0794031468829401,2,-1.01142350762028,5.33333333333333,0.608898215441253
"702","sub-0730",20.5,"female","high",3.5,2.75,1.75250989213221,2,-1.01142350762028,3.66666666666667,-0.390465795833958
"703","sub-0731",24,"male","medium",4.5,1,-1.17542691205401,4,0.530097854191498,5,0.409025413186211
"704","sub-0732",20.75,"female","high",4,2.75,1.75250989213221,4,0.530097854191498,2.33333333333333,-1.18995700485413
"705","sub-0733",20.75,"female","high",5,2,0.497679833195258,3,-0.24066282671439,5.66666666666667,0.808771017696296
"706","sub-0734",21.75,"female","high",4,1.75,0.0794031468829401,3,-0.24066282671439,5.33333333333333,0.608898215441253
"707","sub-0735",24.5,"female","high",4.5,1.25,-0.757150225741696,2,-1.01142350762028,5.33333333333333,0.608898215441253
"708","sub-0736",24,"male","high",4,2,0.497679833195258,4,0.530097854191498,3.33333333333333,-0.590338598089
"709","sub-0737",22.75,"female","high",2,2.25,0.915956519507576,5,1.30085853509739,2.66666666666667,-0.990084202599084
"710","sub-0738",24,"female","high",6,1,-1.17542691205401,4,0.530097854191498,1.33333333333333,-1.78957541161925
"711","sub-0739",21.25,"male","high",5,3.5,3.00733995106917,5,1.30085853509739,4.33333333333333,0.00927980867612666
"712","sub-0740",25.5,"female","high",2.5,2.75,1.75250989213221,6,2.07161921600328,5.33333333333333,0.608898215441253
"713","sub-0741",24.25,"male","medium",2,3,2.17078657844453,5,1.30085853509739,5,0.409025413186211
"714","sub-0742",22.75,"male","high",5,2,0.497679833195258,4,0.530097854191498,5.33333333333333,0.608898215441253
"715","sub-0743",21.5,"male","high",5,1.75,0.0794031468829401,1,-1.78218418852617,6,1.00864381995134
"716","sub-0744",23.5,"male","high",6,2.25,0.915956519507576,4,0.530097854191498,3.33333333333333,-0.590338598089
"717","sub-0745",23.5,"male","high",6,2.5,1.33423320581989,4,0.530097854191498,3.66666666666667,-0.390465795833958
"718","sub-0746",22.75,"female","high",6,1,-1.17542691205401,2,-1.01142350762028,6,1.00864381995134
"719","sub-0747",22,"female","medium",4,2,0.497679833195258,4,0.530097854191498,7,1.60826222671646
"720","sub-0748",20.75,"male","medium",4,1.5,-0.338873539429378,4,0.530097854191498,5.33333333333333,0.608898215441253
"721","sub-0749",20.5,"female","high",6,1.25,-0.757150225741696,3,-0.24066282671439,4.66666666666667,0.209152610931169
"722","sub-0750",24.5,"male","medium",3.5,1.75,0.0794031468829401,3,-0.24066282671439,4,-0.190592993578915
"723","sub-0751",23.25,"female","high",4.5,2.25,0.915956519507576,3,-0.24066282671439,3.66666666666667,-0.390465795833958
"724","sub-0752",25.25,"male","medium",4.5,1,-1.17542691205401,2,-1.01142350762028,2.33333333333333,-1.18995700485413
"725","sub-0753",20.25,"female","medium",2,3,2.17078657844453,4,0.530097854191498,1,-1.98944821387429
"726","sub-0754",23.5,"male","medium",3,1.75,0.0794031468829401,3,-0.24066282671439,3,-0.790211400344042
"727","sub-0755",23.5,"male","high",5,1,-1.17542691205401,4,0.530097854191498,4,-0.190592993578915
"728","sub-0756",21,"female","high",6,1.5,-0.338873539429378,5,1.30085853509739,6,1.00864381995134
"729","sub-0757",25.5,"male","high",5.5,1.5,-0.338873539429378,4,0.530097854191498,3.33333333333333,-0.590338598089
"730","sub-0758",21.75,"female","high",4,1.75,0.0794031468829401,1,-1.78218418852617,1.33333333333333,-1.78957541161925
"731","sub-0759",20.75,"male","high",5,2,0.497679833195258,3,-0.24066282671439,1,-1.98944821387429
"732","sub-0760",25.5,"male","medium",2,2,0.497679833195258,4,0.530097854191498,4,-0.190592993578915
"733","sub-0761",21.5,"male","medium",5,1.75,0.0794031468829401,1,-1.78218418852617,5.33333333333333,0.608898215441253
"734","sub-0762",25.25,"female","low",2,1,-1.17542691205401,4,0.530097854191498,2,-1.38982980710917
"735","sub-0763",25.5,"female","high",4,1.5,-0.338873539429378,5,1.30085853509739,3.33333333333333,-0.590338598089
"736","sub-0764",23.5,"female","medium",3.5,1.25,-0.757150225741696,3,-0.24066282671439,6,1.00864381995134
"737","sub-0765",21.5,"female","high",5,1.25,-0.757150225741696,2,-1.01142350762028,1.33333333333333,-1.78957541161925
"738","sub-0766",22.5,"female","high",4,2.25,0.915956519507576,5,1.30085853509739,3,-0.790211400344042
"739","sub-0767",25.25,"male","medium",2,1.5,-0.338873539429378,5,1.30085853509739,3.66666666666667,-0.390465795833958
"740","sub-0768",24.25,"male","medium",3,2.5,1.33423320581989,3,-0.24066282671439,3.33333333333333,-0.590338598089
"741","sub-0769",20.25,"female","high",5.5,2.5,1.33423320581989,4,0.530097854191498,1,-1.98944821387429
"742","sub-0770",24.5,"female","high",6,1.75,0.0794031468829401,4,0.530097854191498,2.66666666666667,-0.990084202599084
"743","sub-0771",20.75,"male","medium",4.5,3.5,3.00733995106917,4,0.530097854191498,6,1.00864381995134
"744","sub-0772",20,"female","medium",2.5,2,0.497679833195258,4,0.530097854191498,1,-1.98944821387429
"745","sub-0773",26,"female","high",4,1.25,-0.757150225741696,6,2.07161921600328,2,-1.38982980710917
"746","sub-0774",20.5,"female","medium",4,1.25,-0.757150225741696,4,0.530097854191498,5.33333333333333,0.608898215441253
"747","sub-0775",20.75,"female","medium",4,1,-1.17542691205401,4,0.530097854191498,1.66666666666667,-1.58970260936421
"748","sub-0776",21.75,"male","high",5,2.25,0.915956519507576,4,0.530097854191498,3.66666666666667,-0.390465795833958
"749","sub-0777",24.5,"female","high",4,1.5,-0.338873539429378,3,-0.24066282671439,2.66666666666667,-0.990084202599084
"750","sub-0778",24.25,"male","high",3.5,3.75,3.42561663738148,3,-0.24066282671439,4.66666666666667,0.209152610931169
"751","sub-0779",21.5,"male","medium",2,1.5,-0.338873539429378,4,0.530097854191498,2.33333333333333,-1.18995700485413
"752","sub-0780",21,"male","high",5,1.5,-0.338873539429378,5,1.30085853509739,3.33333333333333,-0.590338598089
"753","sub-0781",24.75,"male","low",4,1.25,-0.757150225741696,2,-1.01142350762028,5.33333333333333,0.608898215441253
"754","sub-0782",22.5,"male","high",3,1.5,-0.338873539429378,2,-1.01142350762028,5.66666666666667,0.808771017696296
"755","sub-0783",25,"male","high",4,1.75,0.0794031468829401,1,-1.78218418852617,6,1.00864381995134
"756","sub-0784",22,"female","medium",3,1.5,-0.338873539429378,4,0.530097854191498,3.66666666666667,-0.390465795833958
"757","sub-0785",25,"female","high",3,2,0.497679833195258,6,2.07161921600328,6,1.00864381995134
"758","sub-0786",23.5,"male","medium",3,2.75,1.75250989213221,4,0.530097854191498,5.33333333333333,0.608898215441253
"759","sub-0787",20.5,"male","medium",4.5,1.75,0.0794031468829401,4,0.530097854191498,1,-1.98944821387429
"760","sub-0788",23,"female","medium",4.5,1.5,-0.338873539429378,4,0.530097854191498,2.66666666666667,-0.990084202599084
"761","sub-0789",23,"male","medium",3,1.5,-0.338873539429378,3,-0.24066282671439,5.33333333333333,0.608898215441253
"762","sub-0790",22.75,"female","high",5,1.75,0.0794031468829401,3,-0.24066282671439,5,0.409025413186211
"763","sub-0791",22.25,"female","high",4,1.5,-0.338873539429378,3,-0.24066282671439,2.33333333333333,-1.18995700485413
"764","sub-0792",21.5,"female","high",6,2.75,1.75250989213221,3,-0.24066282671439,6,1.00864381995134
"765","sub-0793",21.5,"female","high",5,1.75,0.0794031468829401,5,1.30085853509739,4,-0.190592993578915
"766","sub-0794",24,"female","medium",2,1.25,-0.757150225741696,2,-1.01142350762028,5.66666666666667,0.808771017696296
"767","sub-0795",24,"female","high",4.5,1.25,-0.757150225741696,3,-0.24066282671439,2.66666666666667,-0.990084202599084
"768","sub-0796",22.25,"male","high",5.5,2.25,0.915956519507576,4,0.530097854191498,2,-1.38982980710917
"769","sub-0797",20.75,"female","high",3,1.5,-0.338873539429378,3,-0.24066282671439,6,1.00864381995134
"770","sub-0798",22.75,"male","medium",4.5,3,2.17078657844453,4,0.530097854191498,4,-0.190592993578915
"771","sub-0799",24,"male","high",5,1.25,-0.757150225741696,2,-1.01142350762028,4.66666666666667,0.209152610931169
"772","sub-0800",21.5,"female","high",5,1.25,-0.757150225741696,3,-0.24066282671439,6.33333333333333,1.20851662220638
"773","sub-0801",21.75,"female","high",6,1.25,-0.757150225741696,6,2.07161921600328,6.66666666666667,1.40838942446142
"774","sub-0802",23,"male","high",2,1.25,-0.757150225741696,4,0.530097854191498,6,1.00864381995134
